Custom Visual,Publisher,Description,Version,LegalTerms,PrivacyPolicyUrl,SupportLink,Release Date,AppSource Link,Is Certified,Versioned pbiviz,Visual GUID
Drill Down Combo Bar PRO (Filter) by ZoomCharts,ZoomCharts,"Combine columns, lines, areas. Have multiple stacking options. Enjoy interactive drilldowns.",1.12.20.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/help-center/contact-support/?appsource-waterfall&utm_source=combobar_app_source&utm_medium=Listing&utm_campaign=App_Source_Listing&utm_term=Privacy&utm_content=Link,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000820,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownComboBarProE77E4ED357DC402ABA005987437CF800.1.12.20.0.pbiviz,ZoomChartsDrillDownComboBarProE77E4ED357DC402ABA005987437CF800
Drill Down Combo Bar PRO (Pin) by ZoomCharts,ZoomCharts,"Combine bars, lines and areas in one chart. Enjoy interactive drilldowns and beautiful design.",1.11.19.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-combo-bar-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldowncombobarpinbyzoomcharts,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownComboBarPin97DBCD4437824A7F9FD60ECD8939CE31.1.11.19.0.pbiviz,ZoomChartsDrillDownComboBarPin97DBCD4437824A7F9FD60ECD8939CE31
Drill Down Combo PRO (Filter) by ZoomCharts,ZoomCharts,"Combine columns, lines and areas in one chart. Enjoy interactive drilldowns and beautiful design.",1.12.21.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/advanced-combo-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381944,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsFacetChartPaidE77E4ED357DC402ABA005987437CF500.1.12.21.0.pbiviz,ZoomChartsFacetChartPaidE77E4ED357DC402ABA005987437CF500
Drill Down Combo PRO (Pin) by ZoomCharts,ZoomCharts,"Combine columns, lines and areas in one chart. Enjoy interactive drilldowns and beautiful design.",1.11.18.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-combo-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldowncombopinbyzoomcharts,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownComboPin33C9F325D337408C98D4E1D4E1EAD704.1.11.18.0.pbiviz,ZoomChartsDrillDownComboPin33C9F325D337408C98D4E1D4E1EAD704
Drill Down Donut PRO (Filter) by ZoomCharts,ZoomCharts,"Enjoy interactive drilldowns, user friendly navigation and beautiful design.",1.12.17.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/advanced-donut-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381941,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsPieChartPaidE77E4ED357DC402ABA005987437CF500.1.12.17.0.pbiviz,ZoomChartsPieChartPaidE77E4ED357DC402ABA005987437CF500
Drill Down Donut PRO (Pin) by ZoomCharts,ZoomCharts,"Enjoy interactive drilldowns, user friendly navigation and beautiful design.",1.12.15.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/en/privacy-powerbi/,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/custom-visuals/advanced-donut-visual/?utm_source=Combo_light_app_source&utm_medium=Listing&utm_campaign=Donut_light_app_source&utm_term=Support&utm_content=Link,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380858,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703.1.12.15.0.pbiviz,ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703
Drill Down Map PRO (Filter) by ZoomCharts,ZoomCharts,Explore location data with powerful on-chart filtering capabilities.,1.12.12.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-map-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002264,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownMapPro6AFEEB10499543F282BD06EF315D5EAA.1.12.12.0.pbiviz,ZoomChartsDrillDownMapPro6AFEEB10499543F282BD06EF315D5EAA
Drill Down Map PRO (Pin) by ZoomCharts,ZoomCharts,Explore location data with powerful on-chart filtering capabilities.,1.11.12.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-map-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldownmappinbyzoomcharts,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownMapPinEAA0DBE2B88D406C8E580DB09E61EAF2.1.11.12.0.pbiviz,ZoomChartsDrillDownMapPinEAA0DBE2B88D406C8E580DB09E61EAF2
Drill Down Pie PRO (Filter) by ZoomCharts,ZoomCharts,"Enjoy interactive drilldowns, user friendly navigation and beautiful design.",1.12.16.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/advanced-pie-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001678,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownPieProC062D62DA5CE45ECB95B7B1D0E5DA558.1.12.16.0.pbiviz,ZoomChartsDrillDownPieProC062D62DA5CE45ECB95B7B1D0E5DA558
Drill Down Scatter PRO (Filter) by ZoomCharts,ZoomCharts,"Create stunning Power BI scatter charts, enhanced by ZoomCharts signature Drill Down experience.",1.8.202.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-scatter-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldownscatterprobyzoomcharts,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsScatterChartPaidA2C55E4B59078FDD51C4CD1C4D4E6623V9N8.1.8.202.0.pbiviz,ZoomChartsScatterChartPaidA2C55E4B59078FDD51C4CD1C4D4E6623V9N8
Drill Down Shape Map PRO (Filter) by ZoomCharts,ZoomCharts,Explore location data with powerful on-chart filtering capabilities.,1.12.14.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-map-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldownshapemapprobyzoomcharts,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownShapeMapPro6AFEEB10499543F282BD06EF315D5EAA.1.12.14.0.pbiviz,ZoomChartsDrillDownShapeMapPro6AFEEB10499543F282BD06EF315D5EAA
Drill Down TimeSeries PRO (Filter) by ZoomCharts,ZoomCharts,Explore time-based data down to each millisecond with interactive drilldown and scrolling.,1.12.14.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/advanced-timeseries-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381943,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsTimeChartPaidE77E4ED357DC402ABA005987437CF500.1.12.14.0.pbiviz,ZoomChartsTimeChartPaidE77E4ED357DC402ABA005987437CF500
Drill Down TimeSeries PRO (Pin) by ZoomCharts,ZoomCharts,Explore time-based data down to each millisecond with interactive drilldown and scrolling.,1.11.14.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-timeseries-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldowntimeseriespinbyzoomcharts,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownTimeSeriesPin33C9F325D337408C98D4E1D4E1EAD705.1.11.14.0.pbiviz,ZoomChartsDrillDownTimeSeriesPin33C9F325D337408C98D4E1D4E1EAD705
Drill Down Timeline PRO (Pin) by ZoomCharts,ZoomCharts,"Explore time-based data using columns or measures and multiple chart types: line, column, area.",1.11.18.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-timeseries-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldowntimelinepinbyzoomcharts,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownTimelinePinEA7D61C6F1F240CFAAA75EE2EB1D3D6D.1.11.18.0.pbiviz,ZoomChartsDrillDownTimelinePinEA7D61C6F1F240CFAAA75EE2EB1D3D6D
Drill Down Waterfall PRO (Filter) by ZoomCharts,ZoomCharts,"Control column sequence, add subtotals and drill down into each category.",1.12.14.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/help-center/contact-support/?appsource-waterfall&utm_source=waterfall_app_source&utm_medium=Listing&utm_campaign=App_Source_Listing&utm_term=Privacy&utm_content=Link,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000767,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900.1.12.14.0.pbiviz,ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900
Drill Down Waterfall PRO (Pin) by ZoomCharts,ZoomCharts,"Control column sequence, add subtotals and drill down into each category.",1.11.14.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/drill-down-waterfall-visual/,11/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/32204330.drilldownwaterfallpinbyzoomcharts,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownWaterfallPin164F74D0F7D04063A469A1BF10366D3B.1.11.14.0.pbiviz,ZoomChartsDrillDownWaterfallPin164F74D0F7D04063A469A1BF10366D3B
Gantt Chart - xViz,xViz LLC,"Project management chart to monitor timeline, tasks, roadmaps, milestones, dependencies, resources!",3.2.0.0,https://xviz.com/agreement/,https://xviz.com/privacy-policy/,https://xviz.com/,11/10/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000891,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/GanttChart4C3653EFFFEB4E7DA5A699CE198391E2.3.2.0.0.pbiviz,GanttChart4C3653EFFFEB4E7DA5A699CE198391E2
Activity Gauge by Powerviz,TRUVIZ INC,An Advanced Visual to measure the progress against a set target or Goal for multiple categories,1.0.0.5,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contactus,11/8/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.activity-gauge-by-powerviz,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ActivityGaugeA96234ADB8D143D1837fdfsFECd426BB34781.1.0.0.5.pbiviz,ActivityGaugeA96234ADB8D143D1837fdfsFECd426BB34781
Calendar Chart For Power BI,Office Solution,A Calendar Chart is a type of data visualization that represents data points over a calendar year.,1.0.0.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://innovationalofficesolution.com/assets/powerbi/Privacy-Policy-Calendar-Chart.pdf,https://innovationalofficesolution.com/power-bi-charts/calendar-chart-2,11/8/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/officesolution1640276900203.calendar-chart-for-power-bi,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/CalenderChartByOfficeSolution.1.0.0.3.pbiviz,CalenderChartByOfficeSolution
Merged Bar Chart,Nova Silva,Discover the patterns across multiple measures with the Merged Bar Chart,3.0.0.0,https://www.novasilva.com/power-bi-visuals-eula/,https://visuals.novasilva.com/privacy-policy-custom-visuals/,https://visuals.novasilva.com/knowledge-base/category/kb-merged-bar-chart/,11/8/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002473,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/mergedBarChart7A702E6E03084979A73CC897E0D7E2EB.3.0.0.0.pbiviz,mergedBarChart7A702E6E03084979A73CC897E0D7E2EB
Kanban Task Board,Stratada,"The Stratada Program Taskboard enables a Agile/Kanban view of tasks, and connects to many sources.",1.2.1.15,https://www.stratada.com/stratada-power-bi-custom-visual-license-agreement/,https://www.stratada.com/stratada-application-privacy-policy/,https://www.stratada.com/stratada-task-board/taskboard-user-guide/,11/7/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/stratada.taskboard,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/taskboard7A11309AC21042A28A78716F6638A2B0ms01x.1.2.1.15.pbiviz,taskboard7A11309AC21042A28A78716F6638A2B0ms01x
Datellers Bar of Pie,DATELLERS PRIVATE LIMITED,An Advanced Bar of Pie visual by Datellers,1.1.3.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://datellers.com/privacy-policy/,https://datellers.com/bar-of-pie-a-power-bi-custom-visual-by-datellers/,11/6/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/datellersprivatelimited1651219582015.datellersbarofpie,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/barOfPieChartEF91E48C78A2807BCA25C2765.1.1.3.0.pbiviz,barOfPieChartEF91E48C78A2807BCA25C2765
Dynamic Price Elasticity By Office Solution,Office Solution,Price elasticity measures how sensitive the demand for a product is to changes in its price.,1.0.0.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://innovationalofficesolution.com/assets/powerbi/Privacy-Policy-Chart-DynamicPriceElasticity.pdf,https://innovationalofficesolution.com/power-bi-charts/dynamic-price-elasticity-heat-map-2,11/6/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/officesolution1640276900203.dynamic_price_elasticity_by_office_solution,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/priceElasticityByOfficeSolution.1.0.0.1.pbiviz,priceElasticityByOfficeSolution
Box and Whisker (Pro),PBIVizEdit.com,"A box and whisker chart shows data spread, highlighting the median, range, and outliers.",5.0.0.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,11/5/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.boxandwhiskerpro,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/boxandwhiskerwithpoints3B3DF5C11B683E5DB4E630DD7899B035.5.0.0.3.pbiviz,boxandwhiskerwithpoints3B3DF5C11B683E5DB4E630DD7899B035
Bullet Chart by OKVIZ,OKVIZ Corp.,"Shows the value of a measure in a tiny space, with a ton of context information.",2.3.2.7,https://okviz.com/appsource-license/,https://okviz.com/appsource-privacy/,https://okviz.com/bullet-chart/,11/5/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380953,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_9272D058_BEA0_476A_B090_A712545F92FA.2.3.2.7.pbiviz,PBI_CV_9272D058_BEA0_476A_B090_A712545F92FA
Candlestick by OKViz,OKVIZ Corp.,"Presents stock and other securities data, using a specialized chart made up of several candles.",1.0.4.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://okviz.com/privacy/,https://okviz.com/candlestick/,11/5/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380952,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_886A053E_9DFD_4EA0_A47D_CCAEB89AF969.1.0.4.0.pbiviz,PBI_CV_886A053E_9DFD_4EA0_A47D_CCAEB89AF969
Card with States by OKViz,OKVIZ Corp.,"Combines metrics, states, KPIs, and a trend line. Multiple cards available with free registration.",1.6.8.0,https://okviz.com/appsource-license/,https://okviz.com/appsource-privacy/,https://okviz.com/card-with-states/,11/5/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380967,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337.1.6.8.0.pbiviz,PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337
Dot Plot by OKViz,OKVIZ Corp.,"Zooms in on the values of several measures, using whatever you want as the start of your Y-axis.",1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://okviz.com/privacy/,https://okviz.com/dot-plot/,11/5/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380949,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/dotPlotByOKViz24930F8B0456488F85D4AF007BF0F855.1.0.0.0.pbiviz,dotPlotByOKViz24930F8B0456488F85D4AF007BF0F855
Drill Down Graph PRO (Filter) by ZoomCharts,ZoomCharts,Build networks and explore relations within them with the first true graph visual for Power BI.,1.12.16.0,https://zoomcharts.com/en/legal-pbi/,https://zoomcharts.com/downloads/privacy-policy-pbi.pdf,https://zoomcharts.com/en/microsoft-power-bi-custom-visuals/documentation/advanced-graph-visual/,11/5/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002065,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ZoomChartsDrillDownGraphProA2C55E4B59078FDD51C4CD1C4D4E6623V8N8.1.12.16.0.pbiviz,ZoomChartsDrillDownGraphProA2C55E4B59078FDD51C4CD1C4D4E6623V8N8
